ID,Name,Type 1,Type 2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,EggGroup1,EggGroup2,IsMega,FightsWon,TotalFights,WinPercentage 
276,Mega Sceptile,Grass,Dragon,None,3,70.0,110.0,75.0,145.0,85.0,145.0,630.0,55.2,1.9,0.875,Forest Pokémon,45,20,Medium Slow,70,0,0,1,3,3,Sceptile,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.25,0.0,1.0,4.0,2.0,1.0,2.0,Lightning Rod,None,0,Monster,Dragon,1,119,126,0.944444
277,Torchic,Fire,Fire,Speed Boost,3,45.0,60.0,40.0,70.0,50.0,45.0,310.0,2.5,0.4,0.875,Chick Pokémon,45,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Blaze,None,0,Field,No Eggs Discovered,0,39,137,0.284672
278,Combusken,Fire,Fighting,Speed Boost,3,60.0,85.0,60.0,85.0,60.0,55.0,405.0,19.5,0.9,0.875,Young Fowl Pokémon,45,20,Medium Slow,70,0,0,0,2,3,Torchic,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,Blaze,None,0,Field,No Eggs Discovered,0,54,147,0.367347
279,Blaziken,Fire,Fighting,Speed Boost,3,80.0,120.0,70.0,110.0,70.0,80.0,530.0,52.0,1.9,0.875,Blaze Pokémon,45,20,Medium Slow,70,0,0,1,3,3,Combusken,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,Blaze,None,0,Field,No Eggs Discovered,0,79,123,0.642276
280,Mega Blaziken,Fire,Fighting,None,3,80.0,160.0,80.0,130.0,80.0,100.0,630.0,52.0,1.9,0.875,Blaze Pokémon,45,20,Medium Slow,70,0,0,1,3,3,Blaziken,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,Speed Boost,None,0,Field,No Eggs Discovered,1,104,123,0.845528
281,Mudkip,Water,Water,Damp,3,50.0,70.0,50.0,50.0,50.0,40.0,310.0,7.6,0.4,0.875,Mud Fish Pokémon,45,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Torrent,None,0,Monster,Water 1,0,22,135,0.162963
282,Marshtomp,Water,Ground,Damp,3,70.0,85.0,70.0,60.0,70.0,50.0,405.0,28.0,0.7,0.875,Mud Fish Pokémon,45,20,Medium Slow,70,0,0,0,2,3,Mudkip,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Torrent,None,0,Monster,Water 1,0,42,148,0.283784
283,Swampert,Water,Ground,Damp,3,100.0,110.0,90.0,85.0,90.0,60.0,535.0,81.9,1.5,0.875,Mud Fish Pokémon,45,20,Medium Slow,70,0,0,1,3,3,Marshtomp,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Torrent,None,0,Monster,Water 1,0,65,136,0.477941
284,Mega Swampert,Water,Ground,None,3,100.0,150.0,110.0,95.0,110.0,70.0,635.0,102.0,1.9,0.875,Mud Fish Pokémon,45,20,Medium Slow,70,0,0,1,3,3,Swampert,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Swift Swim,None,0,Monster,Water 1,1,77,130,0.592308
285,Poochyena,Dark,Dark,Rattled,3,35.0,55.0,35.0,30.0,30.0,35.0,220.0,13.6,0.5,0.5,Bite Pokémon,255,15,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,Run Away,Quick Feet,0,Field,No Eggs Discovered,0,27,114,0.236842
286,Mightyena,Dark,Dark,Moxie,3,70.0,90.0,70.0,60.0,60.0,70.0,420.0,37.0,1.0,0.5,Bite Pokémon,127,15,Medium Fast,70,0,0,0,2,2,Poochyena,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,Intimidate,Quick Feet,0,Field,No Eggs Discovered,0,85,133,0.639098
287,Zigzagoon,Normal,Normal,Quick Feet,3,38.0,30.0,41.0,30.0,41.0,60.0,240.0,17.5,0.4,0.5,Tiny Raccoon Pokémon,255,15,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Pickup,Gluttony,0,Field,No Eggs Discovered,0,31,107,0.28972
288,Linoone,Normal,Normal,Quick Feet,3,78.0,70.0,61.0,50.0,61.0,100.0,420.0,32.5,0.5,0.5,Rushing Pokémon,90,15,Medium Fast,70,0,0,0,2,2,Zigzagoon,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Pickup,Gluttony,0,Field,No Eggs Discovered,0,101,124,0.814516
289,Wurmple,Bug,Bug,Run Away,3,45.0,45.0,35.0,20.0,30.0,20.0,195.0,3.6,0.3,0.5,Worm Pokémon,255,15,Medium Fast,70,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Shield Dust,None,0,Bug,No Eggs Discovered,0,10,138,0.072464
290,Silcoon,Bug,Bug,None,3,50.0,35.0,55.0,25.0,25.0,15.0,205.0,10.0,0.6,0.5,Cocoon Pokémon,120,15,Medium Fast,70,0,0,0,2,3,Wurmple,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Shed Skin,None,0,Bug,No Eggs Discovered,0,3,138,0.021739
291,Beautifly,Bug,Flying,Rivalry,3,60.0,70.0,50.0,100.0,50.0,65.0,395.0,28.4,1.0,0.5,Butterfly Pokémon,45,15,Medium Fast,70,0,0,0,3,3,Silcoon,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Swarm,None,0,Bug,No Eggs Discovered,0,72,138,0.521739
292,Cascoon,Bug,Bug,None,3,50.0,35.0,55.0,25.0,25.0,15.0,205.0,11.5,0.7,0.5,Cocoon Pokémon,120,15,Medium Fast,70,0,0,0,2,3,Wurmple,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Shed Skin,None,0,Bug,No Eggs Discovered,0,7,133,0.052632
293,Dustox,Bug,Poison,Compound Eyes,3,60.0,50.0,70.0,50.0,90.0,65.0,385.0,31.6,1.2,0.5,Poison Moth Pokémon,45,15,Medium Fast,70,0,0,0,3,3,Cascoon,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5,Shield Dust,None,0,Bug,No Eggs Discovered,0,55,139,0.395683
294,Lotad,Water,Grass,Own Tempo,3,40.0,30.0,30.0,40.0,50.0,30.0,220.0,2.6,0.5,0.5,Water Weed Pokémon,255,15,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Swift Swim,Rain Dish,0,Water 1,Grass,0,10,126,0.079365
295,Lombre,Water,Grass,Own Tempo,3,60.0,50.0,50.0,60.0,70.0,50.0,340.0,32.5,1.2,0.5,Jolly Pokémon,120,15,Medium Slow,70,0,0,0,2,3,Lotad,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Swift Swim,Rain Dish,0,Water 1,Grass,0,36,127,0.283465
296,Ludicolo,Water,Grass,Own Tempo,3,80.0,70.0,70.0,90.0,100.0,70.0,480.0,55.0,1.5,0.5,Carefree Pokémon,45,15,Medium Slow,70,0,0,0,3,3,Lombre,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Swift Swim,Rain Dish,0,Water 1,Grass,0,69,123,0.560976
297,Seedot,Grass,Grass,Pickpocket,3,40.0,40.0,50.0,30.0,30.0,30.0,220.0,4.0,0.5,0.5,Acorn Pokémon,255,15,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Early Bird,0,Field,Grass,0,11,126,0.087302
298,Nuzleaf,Grass,Dark,Pickpocket,3,70.0,70.0,40.0,60.0,40.0,60.0,340.0,28.0,1.0,0.5,Wily Pokémon,120,15,Medium Slow,70,0,0,0,2,3,Seedot,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0,Chlorophyll,Early Bird,0,Field,Grass,0,48,113,0.424779
299,Shiftry,Grass,Dark,Pickpocket,3,90.0,100.0,60.0,90.0,60.0,80.0,480.0,59.6,1.3,0.5,Wicked Pokémon,45,15,Medium Slow,70,0,0,0,3,3,Nuzleaf,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0,Chlorophyll,Wind Rider,0,Field,Grass,0,79,123,0.642276
300,Taillow,Normal,Flying,Scrappy,3,40.0,55.0,30.0,30.0,30.0,85.0,270.0,2.3,0.3,0.5,Tiny Swallow Pokémon,200,15,Medium Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Guts,None,0,Flying,No Eggs Discovered,0,86,125,0.688
301,Swellow,Normal,Flying,Scrappy,3,60.0,85.0,60.0,75.0,50.0,125.0,455.0,19.8,0.7,0.5,Swallow Pokémon,45,15,Medium Slow,70,0,0,0,2,2,Taillow,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Guts,None,0,Flying,No Eggs Discovered,0,110,121,0.909091
302,Wingull,Water,Flying,Rain Dish,3,40.0,30.0,30.0,55.0,30.0,85.0,270.0,9.5,0.6,0.5,Seagull Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Keen Eye,Hydration,0,Water 1,Flying,0,56,120,0.466667
303,Pelipper,Water,Flying,Rain Dish,3,60.0,50.0,100.0,95.0,70.0,65.0,440.0,28.0,1.2,0.5,Water Bird Pokémon,45,20,Medium Fast,70,0,0,0,2,2,Wingull,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0,Keen Eye,Drizzle,0,Water 1,Flying,0,59,124,0.475806
304,Ralts,Psychic,Fairy,Telepathy,3,28.0,25.0,25.0,45.0,35.0,40.0,198.0,6.6,0.4,0.5,Feeling Pokémon,235,20,Slow,35,0,0,0,1,3,No Preevolution,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,Synchronize,Trace,0,Human-Like,Amorphous,0,23,143,0.160839
305,Kirlia,Psychic,Fairy,Telepathy,3,38.0,35.0,35.0,65.0,55.0,50.0,278.0,20.2,0.8,0.5,Emotion Pokémon,120,20,Slow,35,0,0,0,2,3,Ralts,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,Synchronize,Trace,0,Human-Like,Amorphous,0,36,136,0.264706
306,Gardevoir,Psychic,Fairy,Telepathy,3,68.0,65.0,65.0,125.0,115.0,80.0,518.0,48.4,1.6,0.5,Embrace Pokémon,45,20,Slow,35,0,0,1,3,3,Kirlia,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,Synchronize,Trace,0,Human-Like,Amorphous,0,84,130,0.646154
307,Mega Gardevoir,Psychic,Fairy,None,3,68.0,85.0,65.0,165.0,135.0,100.0,618.0,48.4,1.6,0.5,Embrace Pokémon,45,20,Slow,70,0,0,1,3,3,Gardevoir,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,Pixilate,None,0,Human-Like,Amorphous,1,97,120,0.808333
308,Surskit,Bug,Water,Rain Dish,3,40.0,30.0,32.0,50.0,52.0,65.0,269.0,1.7,0.5,0.5,Pond Skater Pokémon,200,15,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,None,0,Water 1,Bug,0,47,128,0.367188
309,Masquerain,Bug,Flying,Unnerve,3,70.0,60.0,62.0,100.0,82.0,80.0,454.0,3.6,0.8,0.5,Eyeball Pokémon,75,15,Medium Fast,70,0,0,0,2,2,Surskit,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Intimidate,None,0,Water 1,Bug,0,63,144,0.4375
310,Shroomish,Grass,Grass,Quick Feet,3,60.0,40.0,60.0,40.0,60.0,35.0,295.0,4.5,0.4,0.5,Mushroom Pokémon,255,15,Fluctuating,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Effect Spore,Poison Heal,0,Fairy,Grass,0,26,144,0.180556
311,Breloom,Grass,Fighting,Technician,3,60.0,130.0,80.0,60.0,60.0,70.0,460.0,39.2,1.2,0.5,Mushroom Pokémon,90,15,Fluctuating,70,0,0,0,2,2,Shroomish,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,Effect Spore,Poison Heal,0,Fairy,Grass,0,67,130,0.515385
312,Slakoth,Normal,Normal,None,3,60.0,60.0,60.0,35.0,35.0,30.0,280.0,24.0,0.8,0.5,Slacker Pokémon,255,15,Slow,70,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Truant,None,0,Field,No Eggs Discovered,0,15,134,0.11194
313,Vigoroth,Normal,Normal,None,3,80.0,80.0,80.0,55.0,55.0,90.0,440.0,46.5,1.4,0.5,Wild Monkey Pokémon,120,15,Slow,70,0,0,0,2,3,Slakoth,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Vital Spirit,None,0,Field,No Eggs Discovered,0,86,134,0.641791
314,Slaking,Normal,Normal,None,3,150.0,160.0,100.0,95.0,65.0,100.0,670.0,130.5,2.0,0.5,Lazy Pokémon,45,15,Slow,70,0,0,0,3,3,Vigoroth,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Truant,None,0,Field,No Eggs Discovered,0,133,150,0.886667
315,Nincada,Bug,Ground,Run Away,3,31.0,45.0,90.0,30.0,30.0,40.0,266.0,5.5,0.5,0.5,Trainee Pokémon,255,15,Erratic,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,Compound Eyes,None,0,Bug,Mineral,0,25,114,0.219298
316,Ninjask,Bug,Flying,Infiltrator,3,61.0,90.0,45.0,50.0,50.0,160.0,456.0,12.0,0.8,0.5,Ninja Pokémon,120,15,Erratic,70,0,0,0,2,2,Nincada,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Speed Boost,None,0,Bug,No Eggs Discovered,0,108,117,0.923077
317,Shedinja,Bug,Ghost,None,3,1.0,90.0,45.0,30.0,30.0,40.0,236.0,1.2,0.8,0.5,Shed Pokémon,45,15,Erratic,70,0,0,0,2,2,Ninjask,0.0,0.0,2.0,0.5,0.5,2.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,Wonder Guard,None,1,Mineral,Bug,0,41,124,0.330645
318,Whismur,Normal,Normal,Rattled,3,64.0,51.0,23.0,51.0,23.0,28.0,240.0,16.3,0.6,0.5,Whisper Pokémon,190,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Soundproof,None,0,Monster,Field,0,15,132,0.113636
319,Loudred,Normal,Normal,Scrappy,3,84.0,71.0,43.0,71.0,43.0,48.0,360.0,40.5,1.0,0.5,Big Voice Pokémon,120,20,Medium Slow,70,0,0,0,2,3,Whismur,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Soundproof,None,0,Monster,Field,0,37,143,0.258741
320,Exploud,Normal,Normal,Scrappy,3,104.0,91.0,63.0,91.0,73.0,68.0,490.0,84.0,1.5,0.5,Loud Noise Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Loudred,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Soundproof,None,0,Monster,Field,0,65,127,0.511811
321,Makuhita,Fighting,Fighting,Sheer Force,3,72.0,60.0,30.0,20.0,30.0,25.0,237.0,86.4,1.0,0.75,Guts Pokémon,180,20,Fluctuating,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Thick Fat,Guts,0,Human-Like,No Eggs Discovered,0,14,121,0.115702
322,Hariyama,Fighting,Fighting,Sheer Force,3,144.0,120.0,60.0,40.0,60.0,50.0,474.0,253.8,2.3,0.75,Arm Thrust Pokémon,200,20,Fluctuating,70,0,0,0,2,2,Makuhita,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Thick Fat,Guts,0,Human-Like,No Eggs Discovered,0,0,0,0.0
323,Azurill,Normal,Fairy,Sap Sipper,3,50.0,20.0,40.0,20.0,40.0,20.0,190.0,2.0,0.2,0.25,Polka Dot Pokémon,150,10,Fast,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,Thick Fat,Huge Power,0,No Eggs Discovered,No Eggs Discovered,0,13,135,0.096296
324,Nosepass,Rock,Rock,Sand Force,3,30.0,45.0,135.0,45.0,90.0,30.0,375.0,97.0,1.0,0.5,Compass Pokémon,255,20,Medium Fast,70,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Sturdy,Magnet Pull,0,Mineral,No Eggs Discovered,0,13,140,0.092857
325,Skitty,Normal,Normal,Wonder Skin,3,50.0,45.0,45.0,35.0,35.0,50.0,260.0,11.0,0.6,0.25,Kitten Pokémon,255,15,Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cute Charm,Normalize,0,Field,Fairy,0,32,136,0.235294
326,Delcatty,Normal,Normal,Wonder Skin,3,70.0,65.0,65.0,55.0,55.0,90.0,400.0,32.6,1.1,0.25,Prim Pokémon,60,15,Fast,70,0,0,0,2,2,Skitty,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cute Charm,Normalize,0,Field,Fairy,0,58,116,0.5
327,Sableye,Dark,Ghost,Prankster,3,50.0,75.0,75.0,65.0,65.0,50.0,380.0,11.0,0.5,0.5,Darkness Pokémon,45,25,Medium Slow,35,0,0,1,1,1,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Keen Eye,Stall,0,Human-Like,No Eggs Discovered,0,49,121,0.404959
328,Mega Sableye,Dark,Ghost,None,3,50.0,85.0,125.0,85.0,115.0,20.0,480.0,161.0,0.5,0.5,Darkness Pokémon,45,25,Medium Slow,35,0,0,1,1,1,Sableye,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,Magic Bounce,None,0,Human-Like,No Eggs Discovered,1,59,137,0.430657
329,Mawile,Steel,Fairy,Sheer Force,3,50.0,85.0,85.0,55.0,55.0,50.0,380.0,11.5,0.6,0.5,Deceiver Pokémon,45,20,Fast,70,0,0,1,1,1,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,Hyper Cutter,Intimidate,0,Field,Fairy,0,48,123,0.390244
330,Mega Mawile,Steel,Fairy,None,3,50.0,105.0,125.0,55.0,95.0,50.0,480.0,23.5,1.0,0.5,Deceiver Pokémon,45,20,Fast,70,0,0,1,1,1,Mawile,0.5,1.0,0.5,0.0,2.0,0.5,0.25,1.0,1.0,2.0,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,Huge Power,None,0,Field,Fairy,1,53,141,0.375887
331,Aron,Steel,Rock,Heavy Metal,3,50.0,70.0,100.0,40.0,40.0,30.0,330.0,60.0,0.4,0.5,Iron Armor Pokémon,180,35,Slow,35,0,0,0,1,3,No Preevolution,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Sturdy,Rock Head,0,Monster,No Eggs Discovered,0,28,126,0.222222
332,Lairon,Steel,Rock,Heavy Metal,3,60.0,90.0,140.0,50.0,50.0,40.0,430.0,120.0,0.9,0.5,Iron Armor Pokémon,90,35,Slow,35,0,0,0,2,3,Aron,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Sturdy,Rock Head,0,Monster,No Eggs Discovered,0,36,142,0.253521
333,Aggron,Steel,Rock,Heavy Metal,3,70.0,110.0,180.0,60.0,60.0,50.0,530.0,360.0,2.1,0.5,Iron Armor Pokémon,45,35,Slow,35,0,0,1,3,3,Lairon,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Sturdy,Rock Head,0,Monster,No Eggs Discovered,0,63,153,0.411765
334,Mega Aggron,Steel,Steel,None,3,70.0,140.0,230.0,60.0,80.0,50.0,630.0,395.0,2.2,0.5,Iron Armor Pokémon,45,35,Slow,35,0,0,1,3,3,Aggron,0.5,1.5,0.5,0.0,1.5,0.5,0.5,1.0,0.5,1.5,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Filter,None,0,Monster,No Eggs Discovered,1,48,148,0.324324
335,Meditite,Fighting,Psychic,Telepathy,3,30.0,40.0,55.0,40.0,55.0,60.0,280.0,11.2,0.6,0.5,Meditate Pokémon,180,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Pure Power,None,0,Human-Like,No Eggs Discovered,0,45,139,0.323741
336,Medicham,Fighting,Psychic,Telepathy,3,60.0,60.0,75.0,60.0,75.0,80.0,410.0,31.5,1.3,0.5,Meditate Pokémon,90,20,Medium Fast,70,0,0,1,2,2,Meditite,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Pure Power,None,0,Human-Like,No Eggs Discovered,0,82,112,0.732143
337,Mega Medicham,Fighting,Psychic,None,3,60.0,100.0,85.0,80.0,85.0,100.0,510.0,31.5,1.3,0.5,Meditate Pokémon,90,20,Medium Fast,70,0,0,1,2,2,Medicham,1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,Pure Power,None,0,Human-Like,No Eggs Discovered,1,89,127,0.700787
338,Electrike,Electric,Electric,Minus,3,40.0,45.0,40.0,65.0,40.0,65.0,295.0,15.2,0.6,0.5,Lightning Pokémon,120,20,Slow,70,0,0,0,1,2,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Static,Lightning Rod,0,Field,No Eggs Discovered,0,77,136,0.566176
339,Manectric,Electric,Electric,Minus,3,70.0,75.0,60.0,105.0,60.0,105.0,475.0,40.2,1.5,0.5,Discharge Pokémon,45,20,Slow,70,0,0,1,2,2,Electrike,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Static,Lightning Rod,0,Field,No Eggs Discovered,0,110,125,0.88
340,Mega Manectric,Electric,Electric,None,3,70.0,75.0,80.0,135.0,80.0,135.0,575.0,44.0,1.8,0.5,Discharge Pokémon,45,20,Slow,70,0,0,1,2,2,Manectric,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Intimidate,None,0,Field,No Eggs Discovered,1,123,134,0.91791
