First_pokemon,Second_pokemon,Winner,Name_P1,Type 1_P1,Type 2_P1,Type_P1,Abilities_P1,HiddenAbility_P1,Generation_P1,Hp_P1,Attack_P1,Defense_P1,SpecialAttack_P1,SpecialDefense_P1,Speed_P1,TotalStats_P1,Weight_P1,Height_P1,GenderProbM_P1,Category_P1,CatchRate_P1,EggCycles_P1,EggGroup_P1,LevelingRate_P1,BaseFriendship_P1,IsLegendary_P1,IsMythical_P1,IsUltraBeast_P1,HasMega_P1,EvoStage_P1,TotalEvoStages_P1,PreevoName_P1,DamageFromNormal_P1,DamageFromFighting_P1,DamageFromFlying_P1,DamageFromPoison_P1,DamageFromGround_P1,DamageFromRock_P1,DamageFromBug_P1,DamageFromGhost_P1,DamageFromSteel_P1,DamageFromFire_P1,DamageFromWater_P1,DamageFromGrass_P1,DamageFromElectric_P1,DamageFromPsychic_P1,DamageFromIce_P1,DamageFromDragon_P1,DamageFromDark_P1,DamageFromFairy_P1,Name_P2,Type 1_P2,Type 2_P2,Type_P2,Abilities_P2,HiddenAbility_P2,Generation_P2,Hp_P2,Attack_P2,Defense_P2,SpecialAttack_P2,SpecialDefense_P2,Speed_P2,TotalStats_P2,Weight_P2,Height_P2,GenderProbM_P2,Category_P2,CatchRate_P2,EggCycles_P2,EggGroup_P2,LevelingRate_P2,BaseFriendship_P2,IsLegendary_P2,IsMythical_P2,IsUltraBeast_P2,HasMega_P2,EvoStage_P2,TotalEvoStages_P2,PreevoName_P2,DamageFromNormal_P2,DamageFromFighting_P2,DamageFromFlying_P2,DamageFromPoison_P2,DamageFromGround_P2,DamageFromRock_P2,DamageFromBug_P2,DamageFromGhost_P2,DamageFromSteel_P2,DamageFromFire_P2,DamageFromWater_P2,DamageFromGrass_P2,DamageFromElectric_P2,DamageFromPsychic_P2,DamageFromIce_P2,DamageFromDragon_P2,DamageFromDark_P2,DamageFromFairy_P2
684,40,40,Golett,Ground,Ghost,"['Ground', 'Ghost']","['Iron Fist', 'Klutz']",['No Guard'],V,59.0,74.0,50.0,35.0,50.0,35.0,303.0,92.0,1.0,-,Automaton Pokémon,190.0,25.0,['Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.0,0.0,1.0,0.25,1.0,0.5,0.5,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,Nidoking,Poison,Ground,"['Poison', 'Ground']","['Poison Point', 'Rivalry']",['Sheer Force'],I,81.0,102.0,77.0,85.0,75.0,85.0,505.0,62.0,1.4,1.0,Drill Pokémon,45.0,20.0,['Monster' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Nidorino,1.0,0.5,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5
617,654,617,Darmanitan Zen Mode,Fire,Psychic,"['Fire', 'Psychic']",[],['Zen Mode'],V,105.0,30.0,105.0,140.0,105.0,55.0,540.0,92.9,1.3,0.5,Blazing Pokémon,60.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Darumaka,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5,Frillish,Water,Ghost,"['Water', 'Ghost']","['Water Absorb', 'Cursed Body']",['Damp'],V,55.0,40.0,50.0,65.0,85.0,40.0,335.0,33.0,1.2,0.5,Floating Pokémon,190.0,20.0,['Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,2.0,1.0
219,772,772,Girafarig,Normal,Psychic,"['Normal', 'Psychic']","['Inner Focus', 'Early Bird']",['Sap Sipper'],II,70.0,80.0,65.0,90.0,65.0,85.0,455.0,41.5,1.5,0.5,Long Neck Pokémon,60.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Hawlucha,Fighting,Flying,"['Fighting', 'Flying']","['Limber', 'Unburden']",['Mold Breaker'],VI,78.0,92.0,75.0,74.0,63.0,118.0,500.0,21.5,0.8,0.5,Wrestling Pokémon,100.0,20.0,['Flying' 'Human-Like'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.5,2.0,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.5,2.0,2.0,2.0,1.0,0.5,2.0
494,282,494,Garchomp,Dragon,Ground,"['Dragon', 'Ground']",['Sand Veil'],['Rough Skin'],IV,108.0,130.0,95.0,80.0,85.0,102.0,700.0,95.0,1.9,0.5,Mach Pokémon,45.0,40.0,['Monster' 'Dragon'],"Slow
",70.0,0.0,0.0,0.0,1.0,3.0,3.0,Gabite,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0,Marshtomp,Water,Ground,"['Water', 'Ground']",['Torrent'],['Damp'],III,70.0,85.0,70.0,60.0,70.0,50.0,405.0,28.0,0.7,0.875,Mud Fish Pokémon,45.0,20.0,['Monster' 'Water 1'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Mudkip,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
780,696,696,Trevenant,Ghost,Grass,"['Ghost', 'Grass']","['Natural Cure', 'Frisk']",['Harvest'],VI,85.0,110.0,76.0,65.0,82.0,56.0,474.0,71.0,1.5,0.5,Elder Tree Pokémon,60.0,20.0,['Grass' 'Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Phantump,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0,Zweilous,Dark,Dragon,"['Dark', 'Dragon']",['Hustle'],[],V,72.0,85.0,70.0,65.0,70.0,58.0,420.0,50.0,1.4,0.5,Hostile Pokémon,45.0,40.0,['Dragon'],"Slow
",35.0,0.0,0.0,0.0,0.0,2.0,3.0,Deino,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0
473,460,473,Drifloon,Ghost,Flying,"['Ghost', 'Flying']","['Aftermath', 'Unburden']",['Flare Boost'],IV,90.0,50.0,34.0,60.0,44.0,70.0,348.0,1.2,0.4,0.5,Balloon Pokémon,125.0,30.0,['Amorphous'],"Fluctuating
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.0,0.0,1.0,0.5,0.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,Wormadam Sandy Cloak,Bug,Ground,"['Bug', 'Ground']",['Anticipation'],['Overcoat'],IV,60.0,79.0,105.0,59.0,85.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45.0,15.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Burmy Sandy Cloak,1.0,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0
627,49,627,Carracosta,Water,Rock,"['Water', 'Rock']","['Solid Rock', 'Sturdy']",['Swift Swim'],V,74.0,108.0,133.0,83.0,65.0,32.0,495.0,81.0,1.2,0.875,Prototurtle Pokémon,45.0,30.0,['Water 1' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Tirtouga,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,Oddish,Grass,Poison,"['Grass', 'Poison']",['Chlorophyll'],['Run Away'],I,45.0,50.0,55.0,75.0,65.0,30.0,320.0,5.4,0.5,0.5,Weed Pokémon,255.0,20.0,['Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
333,204,333,Aggron,Steel,Rock,"['Steel', 'Rock']","['Sturdy', 'Rock Head']",['Heavy Metal'],III,70.0,110.0,180.0,60.0,60.0,50.0,630.0,360.0,2.1,0.5,Iron Armor Pokémon,45.0,35.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,1.0,3.0,3.0,Lairon,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Skiploom,Grass,Flying,"['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard']",['Infiltrator'],II,55.0,45.0,50.0,45.0,65.0,80.0,340.0,1.0,0.6,0.5,Cottonweed Pokémon,120.0,20.0,['Fairy' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Hoppip,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
580,204,204,Tranquill,Normal,Flying,"['Normal', 'Flying']","['Big Pecks', 'Super Luck']",['Rivalry'],V,62.0,77.0,62.0,50.0,42.0,65.0,358.0,15.0,0.6,0.5,Wild Pigeon Pokémon,120.0,15.0,['Flying'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Pidove,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Skiploom,Grass,Flying,"['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard']",['Infiltrator'],II,55.0,45.0,50.0,45.0,65.0,80.0,340.0,1.0,0.6,0.5,Cottonweed Pokémon,120.0,20.0,['Fairy' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Hoppip,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
40,588,588,Nidoking,Poison,Ground,"['Poison', 'Ground']","['Poison Point', 'Rivalry']",['Sheer Force'],I,81.0,102.0,77.0,85.0,75.0,85.0,505.0,62.0,1.4,1.0,Drill Pokémon,45.0,20.0,['Monster' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Nidorino,1.0,0.5,1.0,0.25,2.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.5,Swoobat,Psychic,Flying,"['Psychic', 'Flying']","['Unaware', 'Klutz']",['Simple'],V,67.0,57.0,55.0,77.0,55.0,114.0,425.0,10.5,0.9,0.5,Courting Pokémon,45.0,15.0,['Field' 'Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Woobat,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
77,643,643,Weepinbell,Grass,Poison,"['Grass', 'Poison']",['Chlorophyll'],['Gluttony'],I,65.0,90.0,50.0,85.0,45.0,55.0,390.0,6.4,1.0,0.5,Flycatcher Pokémon,120.0,20.0,['Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Bellsprout,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Swanna,Water,Flying,"['Water', 'Flying']","['Keen Eye', 'Big Pecks']",['Hydration'],V,75.0,87.0,63.0,87.0,63.0,98.0,473.0,24.2,1.3,0.5,White Bird Pokémon,45.0,20.0,['Water 1' 'Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Ducklett,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
133,373,133,Scyther,Bug,Flying,"['Bug', 'Flying']","['Swarm', 'Technician']",['Steadfast'],I,70.0,110.0,80.0,55.0,80.0,105.0,500.0,56.0,1.5,0.5,Mantis Pokémon,45.0,25.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Whiscash,Water,Ground,"['Water', 'Ground']","['Oblivious', 'Anticipation']",['Hydration'],III,110.0,78.0,73.0,76.0,71.0,60.0,468.0,23.6,0.9,0.5,Whiskers Pokémon,75.0,20.0,['Water 2' 'Water 1'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Barboach,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
627,757,757,Carracosta,Water,Rock,"['Water', 'Rock']","['Solid Rock', 'Sturdy']",['Swift Swim'],V,74.0,108.0,133.0,83.0,65.0,32.0,495.0,81.0,1.2,0.875,Prototurtle Pokémon,45.0,30.0,['Water 1' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Tirtouga,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,Inkay,Dark,Psychic,"['Dark', 'Psychic']","['Contrary', 'Suction Cups']",['Infiltrator'],VI,53.0,54.0,53.0,37.0,46.0,45.0,288.0,3.5,0.4,0.5,Revolving Pokémon,190.0,20.0,['Water 1' 'Water 2'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
391,364,364,Tropius,Grass,Flying,"['Grass', 'Flying']","['Chlorophyll', 'Solar Power']",['Harvest'],III,99.0,68.0,83.0,72.0,87.0,51.0,460.0,100.0,2.0,0.5,Fruit Pokémon,200.0,25.0,['Monster' 'Grass'],"Slow
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,Cacturne,Grass,Dark,"['Grass', 'Dark']",['Sand Veil'],['Water Absorb'],III,70.0,115.0,60.0,115.0,60.0,55.0,475.0,77.4,1.3,0.5,Scarecrow Pokémon,60.0,20.0,['Grass' 'Human-Like'],"Medium Slow
",35.0,0.0,0.0,0.0,0.0,2.0,2.0,Cacnea,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
189,298,298,Igglybuff,Normal,Fairy,"['Normal', 'Fairy']","['Cute Charm', 'Competitive']",['Friend Guard'],II,90.0,30.0,15.0,40.0,20.0,15.0,210.0,1.0,0.3,0.25,Balloon Pokémon,170.0,10.0,-,"Fast
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,Nuzleaf,Grass,Dark,"['Grass', 'Dark']","['Chlorophyll', 'Early Bird']",['Pickpocket'],III,70.0,70.0,40.0,60.0,40.0,60.0,340.0,28.0,1.0,0.5,Wily Pokémon,120.0,15.0,['Field' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Seedot,1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
505,642,505,Toxicroak,Poison,Fighting,"['Poison', 'Fighting']","['Anticipation', 'Dry Skin']",['Poison Touch'],IV,83.0,106.0,65.0,86.0,65.0,85.0,490.0,44.4,1.3,0.5,Toxic Mouth Pokémon,75.0,20.0,['Human-Like'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Croagunk,1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0,Ducklett,Water,Flying,"['Water', 'Flying']","['Keen Eye', 'Big Pecks']",['Hydration'],V,62.0,44.0,50.0,44.0,50.0,55.0,305.0,5.5,0.5,0.5,Water Bird Pokémon,190.0,20.0,['Water 1' 'Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
79,83,83,Tentacool,Water,Poison,"['Water', 'Poison']","['Clear Body', 'Liquid Ooze']",['Rain Dish'],I,40.0,40.0,35.0,50.0,100.0,70.0,335.0,45.5,0.9,0.5,Jellyfish Pokémon,190.0,20.0,['Water 3'],"Slow
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,Golem,Rock,Ground,"['Rock', 'Ground']","['Rock Head', 'Sturdy']",['Sand Veil'],I,80.0,120.0,130.0,55.0,65.0,45.0,495.0,300.0,1.4,0.5,Megaton Pokémon,45.0,15.0,['Mineral'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Graveler,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
3,248,248,Venusaur,Grass,Poison,"['Grass', 'Poison']",['Overgrow'],['Chlorophyll'],I,80.0,82.0,83.0,100.0,100.0,80.0,625.0,100.0,2.0,0.875,Seed Pokémon,45.0,20.0,['Monster' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,1.0,3.0,3.0,Ivysaur,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Houndoom,Dark,Fire,"['Dark', 'Fire']","['Early Bird', 'Flash Fire']",['Unnerve'],II,75.0,90.0,50.0,110.0,80.0,95.0,600.0,35.0,1.4,0.5,Dark Pokémon,45.0,20.0,['Field'],"Slow
",35.0,0.0,0.0,0.0,1.0,2.0,2.0,Houndour,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0
76,612,612,Bellsprout,Grass,Poison,"['Grass', 'Poison']",['Chlorophyll'],['Gluttony'],I,50.0,75.0,35.0,70.0,30.0,40.0,300.0,4.0,0.7,0.5,Flower Pokémon,255.0,20.0,['Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Sandile,Ground,Dark,"['Ground', 'Dark']","['Intimidate', 'Moxie']",['Anger Point'],V,50.0,72.0,35.0,35.0,35.0,65.0,292.0,15.2,0.7,0.5,Desert Croc Pokémon,180.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0
366,248,248,Altaria,Dragon,Flying,"['Dragon', 'Flying']",['Natural Cure'],['Cloud Nine'],III,75.0,70.0,90.0,70.0,105.0,80.0,590.0,20.6,1.1,0.5,Humming Pokémon,45.0,20.0,['Flying' 'Dragon'],"Erratic
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Swablu,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Houndoom,Dark,Fire,"['Dark', 'Fire']","['Early Bird', 'Flash Fire']",['Unnerve'],II,75.0,90.0,50.0,110.0,80.0,95.0,600.0,35.0,1.4,0.5,Dark Pokémon,45.0,20.0,['Field'],"Slow
",35.0,0.0,0.0,0.0,1.0,2.0,2.0,Houndour,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0
516,692,516,Rhyperior,Ground,Rock,"['Ground', 'Rock']","['Lightning Rod', 'Solid Rock']",['Reckless'],IV,115.0,140.0,130.0,55.0,55.0,40.0,535.0,282.8,2.4,0.5,Drill Pokémon,30.0,20.0,['Monster' 'Field'],"Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Rhydon,0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,Mandibuzz,Dark,Flying,"['Dark', 'Flying']","['Big Pecks', 'Overcoat']",['Weak Armor'],V,110.0,65.0,105.0,55.0,95.0,80.0,510.0,39.5,1.2,0.0,Bone Vulture Pokémon,60.0,20.0,['Flying'],"Slow
",35.0,0.0,0.0,0.0,0.0,2.0,2.0,Vullaby,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
353,282,282,Numel,Fire,Ground,"['Fire', 'Ground']","['Oblivious', 'Simple']",['Own Tempo'],III,60.0,60.0,40.0,65.0,45.0,35.0,305.0,24.0,0.7,0.5,Numb Pokémon,255.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,Marshtomp,Water,Ground,"['Water', 'Ground']",['Torrent'],['Damp'],III,70.0,85.0,70.0,60.0,70.0,50.0,405.0,28.0,0.7,0.875,Mud Fish Pokémon,45.0,20.0,['Monster' 'Water 1'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Mudkip,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
159,729,159,Moltres,Fire,Flying,"['Fire', 'Flying']",['Pressure'],['Flame Body'],I,90.0,100.0,90.0,125.0,85.0,90.0,580.0,60.0,2.0,-,Flame Pokémon,3.0,80.0,-,"Slow
",35.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.5,1.0,1.0,0.0,4.0,0.25,1.0,0.5,0.5,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,Diggersby,Normal,Ground,"['Normal', 'Ground']","['Pickup', 'Cheek Pouch']",['Huge Power'],VI,85.0,56.0,77.0,50.0,77.0,78.0,423.0,42.4,1.0,0.5,Digging Pokémon,127.0,15.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Bunnelby,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
391,696,696,Tropius,Grass,Flying,"['Grass', 'Flying']","['Chlorophyll', 'Solar Power']",['Harvest'],III,99.0,68.0,83.0,72.0,87.0,51.0,460.0,100.0,2.0,0.5,Fruit Pokémon,200.0,25.0,['Monster' 'Grass'],"Slow
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,Zweilous,Dark,Dragon,"['Dark', 'Dragon']",['Hustle'],[],V,72.0,85.0,70.0,65.0,70.0,58.0,420.0,50.0,1.4,0.5,Hostile Pokémon,45.0,40.0,['Dragon'],"Slow
",35.0,0.0,0.0,0.0,0.0,2.0,3.0,Deino,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,2.0,2.0,0.5,4.0
238,332,332,Magcargo,Fire,Rock,"['Fire', 'Rock']","['Magma Armor', 'Flame Body']",['Weak Armor'],II,60.0,50.0,120.0,90.0,80.0,30.0,430.0,55.0,0.8,0.5,Lava Pokémon,75.0,20.0,['Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Slugma,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,Lairon,Steel,Rock,"['Steel', 'Rock']","['Sturdy', 'Rock Head']",['Heavy Metal'],III,60.0,90.0,140.0,50.0,50.0,40.0,430.0,120.0,0.9,0.5,Iron Armor Pokémon,90.0,35.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,0.0,2.0,3.0,Aron,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
721,332,721,Chesnaught,Grass,Fighting,"['Grass', 'Fighting']",['Overgrow'],['Bulletproof'],VI,88.0,107.0,122.0,74.0,75.0,64.0,530.0,90.0,1.6,0.875,Spiny Armor Pokémon,45.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Quilladin,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,Lairon,Steel,Rock,"['Steel', 'Rock']","['Sturdy', 'Rock Head']",['Heavy Metal'],III,60.0,90.0,140.0,50.0,50.0,40.0,430.0,120.0,0.9,0.5,Iron Armor Pokémon,90.0,35.0,['Monster'],"Slow
",35.0,0.0,0.0,0.0,0.0,2.0,3.0,Aron,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
203,766,766,Hoppip,Grass,Flying,"['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard']",['Infiltrator'],II,35.0,35.0,40.0,35.0,55.0,50.0,250.0,0.5,0.4,0.5,Cottonweed Pokémon,255.0,20.0,['Fairy' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,Heliolisk,Electric,Normal,"['Electric', 'Normal']","['Dry Skin', 'Sand Veil']",['Solar Power'],VI,62.0,55.0,52.0,109.0,94.0,109.0,481.0,21.0,1.0,0.5,Generator Pokémon,75.0,20.0,['Monster' 'Dragon'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Helioptile,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
