"DexNumber","Name","Type","Abilities","HiddenAbility","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship","IsLegendary","IsMythical","IsUltraBeast","HasMega","EvoStage","TotalEvoStages","PreevoName","DamageFromNormal","DamageFromFighting","DamageFromFlying","DamageFromPoison","DamageFromGround","DamageFromRock","DamageFromBug","DamageFromGhost","DamageFromSteel","DamageFromFire","DamageFromWater","DamageFromGrass","DamageFromElectric","DamageFromPsychic","DamageFromIce","DamageFromDragon","DamageFromDark","DamageFromFairy"
319,"Sharpedo","['Water', 'Dark']","['Rough Skin']","['Speed Boost']","III",70,120,40,95,40,95,560,88.8,1.8,0.5,"Brutal Pokémon","60","20",['Water 2'],"Slow
","35
",0,0,0,1,2,2,"Carvanha",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
320,"Wailmer","['Water']","['Water Veil', 'Oblivious']","['Pressure']","III",130,70,35,70,35,60,400,130.0,2.0,0.5,"Ball Whale Pokémon","125","40",['Field' 'Water 2'],"Fluctuating
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
321,"Wailord","['Water']","['Water Veil', 'Oblivious']","['Pressure']","III",170,90,45,90,45,60,500,398.0,14.5,0.5,"Float Whale Pokémon","60","40",['Field' 'Water 2'],"Fluctuating
","70
",0,0,0,0,2,2,"Wailmer",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
322,"Numel","['Fire', 'Ground']","['Oblivious', 'Simple']","['Own Tempo']","III",60,60,40,65,45,35,305,24.0,0.7,0.5,"Numb Pokémon","255","20",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
323,"Camerupt","['Fire', 'Ground']","['Magma Armor', 'Solid Rock']","['Anger Point']","III",70,100,70,105,75,40,560,220.0,1.9,0.5,"Eruption Pokémon","150","20",['Field'],"Medium Fast
","70
",0,0,0,1,2,2,"Numel",1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
324,"Torkoal","['Fire']","['White Smoke', 'Drought']","['Shell Armor']","III",70,85,140,85,70,20,470,80.4,0.5,0.5,"Coal Pokémon","90","20",['Field'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
325,"Spoink","['Psychic']","['Thick Fat', 'Own Tempo']","['Gluttony']","III",60,25,35,70,80,60,330,30.6,0.7,0.5,"Bounce Pokémon","255","20",['Field'],"Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
326,"Grumpig","['Psychic']","['Thick Fat', 'Own Tempo']","['Gluttony']","III",80,45,65,90,110,80,470,71.5,0.9,0.5,"Manipulate Pokémon","60","20",['Field'],"Fast
","70
",0,0,0,0,2,2,"Spoink",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
327,"Spinda","['Normal']","['Own Tempo', 'Tangled Feet']","['Contrary']","III",60,60,60,60,60,60,360,5.0,1.1,0.5,"Spot Panda Pokémon","255","15",['Field' 'Human-Like'],"Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
328,"Trapinch","['Ground']","['Hyper Cutter', 'Arena Trap']","['Sheer Force']","III",45,100,45,45,45,10,290,15.0,0.7,0.5,"Ant Pit Pokémon","255","20",['Bug' 'Dragon'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
329,"Vibrava","['Ground', 'Dragon']","['Levitate']","[]","III",50,70,50,50,50,70,340,15.3,1.1,0.5,"Vibration Pokémon","120","20",['Bug' 'Dragon'],"Medium Slow
","70
",0,0,0,0,2,3,"Trapinch",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
330,"Flygon","['Ground', 'Dragon']","['Levitate']","[]","III",80,100,80,80,80,100,520,82.0,2.0,0.5,"Mystic Pokémon","45","20",['Bug' 'Dragon'],"Medium Slow
","70
",0,0,0,0,3,3,"Vibrava",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,4.0,2.0,1.0,2.0
331,"Cacnea","['Grass']","['Sand Veil']","['Water Absorb']","III",50,85,40,85,40,35,335,51.3,0.4,0.5,"Cactus Pokémon","190","20",['Grass' 'Human-Like'],"Medium Slow
","35
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
332,"Cacturne","['Grass', 'Dark']","['Sand Veil']","['Water Absorb']","III",70,115,60,115,60,55,475,77.4,1.3,0.5,"Scarecrow Pokémon","60","20",['Grass' 'Human-Like'],"Medium Slow
","35
",0,0,0,0,2,2,"Cacnea",1.0,2.0,2.0,2.0,0.5,1.0,4.0,0.5,1.0,2.0,0.5,0.5,0.5,0.0,2.0,1.0,0.5,2.0
333,"Swablu","['Normal', 'Flying']","['Natural Cure']","['Cloud Nine']","III",45,40,60,40,75,50,310,1.2,0.4,0.5,"Cotton Bird Pokémon","255","20",['Flying' 'Dragon'],"Erratic
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
334,"Altaria","['Dragon', 'Flying']","['Natural Cure']","['Cloud Nine']","III",75,70,90,70,105,80,590,20.6,1.1,0.5,"Humming Pokémon","45","20",['Flying' 'Dragon'],"Erratic
","70
",0,0,0,1,2,2,"Swablu",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
335,"Zangoose","['Normal']","['Immunity']","['Toxic Boost']","III",73,115,60,60,60,90,458,40.3,1.3,0.5,"Cat Ferret Pokémon","90","20",['Field'],"Erratic
","70
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,"Seviper","['Poison']","['Shed Skin']","['Infiltrator']","III",73,100,60,100,60,65,458,52.5,2.7,0.5,"Fang Snake Pokémon","90","20",['Field' 'Dragon'],"Fluctuating
","70
",0,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5
337,"Lunatone","['Rock', 'Psychic']","['Levitate']","[]","III",90,55,65,95,85,70,460,168.0,1.0,"-","Meteorite Pokémon","45","25",['Mineral'],"Fast
","70
",0,0,0,0,1,1,"No Preevolution",0.5,1.0,0.5,0.5,2.0,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0
338,"Solrock","['Rock', 'Psychic']","['Levitate']","[]","III",90,95,85,55,65,70,460,154.0,1.2,"-","Meteorite Pokémon","45","25",['Mineral'],"Fast
","70
",0,0,0,0,1,1,"No Preevolution",0.5,1.0,0.5,0.5,2.0,1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0
339,"Barboach","['Water', 'Ground']","['Oblivious', 'Anticipation']","['Hydration']","III",50,48,43,46,41,60,288,1.9,0.4,0.5,"Whiskers Pokémon","190","20",['Water 2' 'Water 1'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
340,"Whiscash","['Water', 'Ground']","['Oblivious', 'Anticipation']","['Hydration']","III",110,78,73,76,71,60,468,23.6,0.9,0.5,"Whiskers Pokémon","75","20",['Water 2' 'Water 1'],"Medium Fast
","70
",0,0,0,0,2,2,"Barboach",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
341,"Corphish","['Water']","['Hyper Cutter', 'Shell Armor']","['Adaptability']","III",43,80,65,50,35,35,308,11.5,0.6,0.5,"Ruffian Pokémon","205","15",['Water 1' 'Water 3'],"Fluctuating
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
342,"Crawdaunt","['Water', 'Dark']","['Hyper Cutter', 'Shell Armor']","['Adaptability']","III",63,120,85,90,55,55,468,32.8,1.1,0.5,"Rogue Pokémon","155","15",['Water 1' 'Water 3'],"Fluctuating
","70
",0,0,0,0,2,2,"Corphish",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
343,"Baltoy","['Ground', 'Psychic']","['Levitate']","[]","III",40,40,55,40,70,55,300,21.5,0.5,"-","Clay Doll Pokémon","255","20",['Mineral'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,2.0,1.0,2.0,1.0
344,"Claydol","['Ground', 'Psychic']","['Levitate']","[]","III",60,70,105,70,120,75,500,108.0,1.5,"-","Clay Doll Pokémon","90","20",['Mineral'],"Medium Fast
","70
",0,0,0,0,2,2,"Baltoy",1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,2.0,1.0,2.0,1.0
345,"Lileep","['Rock', 'Grass']","['Suction Cups']","['Storm Drain']","III",66,41,77,61,87,23,355,23.8,1.0,0.875,"Sea Lily Pokémon","45","30",['Water 3'],"Erratic
","70
",0,0,0,0,1,2,"No Preevolution",0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0
346,"Cradily","['Rock', 'Grass']","['Suction Cups']","['Storm Drain']","III",86,81,97,81,107,43,495,60.4,1.5,0.875,"Barnacle Pokémon","45","30",['Water 3'],"Erratic
","70
",0,0,0,0,2,2,"Lileep",0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0
347,"Anorith","['Rock', 'Bug']","['Battle Armor']","['Swift Swim']","III",45,95,50,40,50,75,355,12.5,0.7,0.875,"Old Shrimp Pokémon","45","30",['Water 3'],"Erratic
","70
",0,0,0,0,1,2,"No Preevolution",0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
348,"Armaldo","['Rock', 'Bug']","['Battle Armor']","['Swift Swim']","III",75,125,100,70,80,45,495,68.2,1.5,0.875,"Plate Pokémon","45","30",['Water 3'],"Erratic
","70
",0,0,0,0,2,2,"Anorith",0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
349,"Feebas","['Water']","['Swift Swim', 'Oblivious']","['Adaptability']","III",20,15,20,10,55,80,200,7.4,0.6,0.5,"Fish Pokémon","255","20",['Water 1' 'Dragon'],"Erratic
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
350,"Milotic","['Water']","['Marvel Scale', 'Competitive']","['Cute Charm']","III",95,60,79,100,125,81,540,162.0,6.2,0.5,"Tender Pokémon","60","20",['Water 1' 'Dragon'],"Erratic
","70
",0,0,0,0,2,2,"Feebas",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
351,"Castform Normal","['Normal']","['Forecast']","[]","III",70,70,70,70,70,70,420,0.8,0.3,0.5,"Weather Pokémon","45","25",['Fairy' 'Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
351,"Castform Sunny Form","['Fire']","['Forecast']","[]","III",70,70,70,70,70,70,420,0.8,0.3,0.5,"Weather Pokémon","45","25",['Fairy' 'Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
351,"Castform Rainy Form","['Water']","['Forecast']","[]","III",70,70,70,70,70,70,420,0.8,0.3,0.5,"Weather Pokémon","45","25",['Fairy' 'Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
351,"Castform Snowy Form","['Ice']","['Forecast']","[]","III",70,70,70,70,70,70,420,0.8,0.3,0.5,"Weather Pokémon","45","25",['Fairy' 'Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
352,"Kecleon","['Normal']","['Color Change']","['Protean']","III",60,90,70,60,120,40,440,22.0,1.0,0.5,"Color Swap Pokémon","200","20",['Field'],"Medium Slow
","70
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,"Shuppet","['Ghost']","['Insomnia', 'Frisk']","['Cursed Body']","III",44,75,35,63,33,45,295,2.3,0.6,0.5,"Puppet Pokémon","225","25",['Amorphous'],"Fast
","35
",0,0,0,0,1,2,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
354,"Banette","['Ghost']","['Insomnia', 'Frisk']","['Cursed Body']","III",64,115,65,83,63,65,555,12.5,1.1,0.5,"Marionette Pokémon","45","25",['Amorphous'],"Fast
","35
",0,0,0,1,2,2,"Shuppet",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
355,"Duskull","['Ghost']","['Levitate']","['Frisk']","III",20,40,90,30,90,25,295,15.0,0.8,0.5,"Requiem Pokémon","190","25",['Amorphous'],"Fast
","35
",0,0,0,0,1,3,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
356,"Dusclops","['Ghost']","['Pressure']","['Frisk']","III",40,70,130,60,130,25,455,30.6,1.6,0.5,"Beckon Pokémon","90","25",['Amorphous'],"Fast
","35
",0,0,0,0,2,3,"Duskull",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
357,"Tropius","['Grass', 'Flying']","['Chlorophyll', 'Solar Power']","['Harvest']","III",99,68,83,72,87,51,460,100.0,2.0,0.5,"Fruit Pokémon","200","25",['Monster' 'Grass'],"Slow
","70
",0,0,0,0,1,1,"No Preevolution",1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
358,"Chimecho","['Psychic']","['Levitate']","[]","III",75,50,80,95,90,65,455,1.0,0.6,0.5,"Wind Chime Pokémon","45","25",['Amorphous'],"Fast
","70
",0,0,0,0,2,2,"Chingling",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
359,"Absol","['Dark']","['Pressure', 'Super Luck']","['Justified']","III",65,130,60,75,60,75,565,47.0,1.2,0.5,"Disaster Pokémon","30","25",['Field'],"Medium Slow
","35
",0,0,0,1,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
360,"Wynaut","['Psychic']","['Shadow Tag']","['Telepathy']","III",95,23,48,23,48,23,260,14.0,0.6,0.5,"Bright Pokémon","125","20","-","Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
361,"Snorunt","['Ice']","['Inner Focus', 'Ice Body']","['Moody']","III",50,50,50,50,50,50,300,16.8,0.7,0.5,"Snow Hat Pokémon","190","20",['Fairy' 'Mineral'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
362,"Glalie","['Ice']","['Inner Focus', 'Ice Body']","['Moody']","III",80,80,80,80,80,80,580,256.5,1.5,0.5,"Face Pokémon","75","20",['Fairy' 'Mineral'],"Medium Fast
","70
",0,0,0,1,2,2,"Snorunt",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
363,"Spheal","['Ice', 'Water']","['Thick Fat', 'Ice Body']","['Oblivious']","III",70,40,50,55,50,25,290,39.5,0.8,0.5,"Clap Pokémon","255","20",['Water 1' 'Field'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
364,"Sealeo","['Ice', 'Water']","['Thick Fat', 'Ice Body']","['Oblivious']","III",90,60,70,75,70,45,410,87.6,1.1,0.5,"Ball Roll Pokémon","120","20",['Water 1' 'Field'],"Medium Slow
","70
",0,0,0,0,2,3,"Spheal",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
365,"Walrein","['Ice', 'Water']","['Thick Fat', 'Ice Body']","['Oblivious']","III",110,80,90,95,90,65,530,150.6,1.4,0.5,"Ice Break Pokémon","45","20",['Water 1' 'Field'],"Medium Slow
","70
",0,0,0,0,3,3,"Sealeo",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
366,"Clamperl","['Water']","['Shell Armor']","['Rattled']","III",35,64,85,74,55,32,345,52.5,0.4,0.5,"Bivalve Pokémon","255","20",['Water 1'],"Erratic
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
367,"Huntail","['Water']","['Swift Swim']","['Water Veil']","III",55,104,105,94,75,52,485,27.0,1.7,0.5,"Deep Sea Pokémon","60","20",['Water 1'],"Erratic
","70
",0,0,0,0,2,2,"Clamperl",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
368,"Gorebyss","['Water']","['Swift Swim']","['Hydration']","III",55,84,105,114,75,52,485,22.6,1.8,0.5,"South Sea Pokémon","60","20",['Water 1'],"Erratic
","70
",0,0,0,0,2,2,"Clamperl",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
369,"Relicanth","['Water', 'Rock']","['Swift Swim', 'Rock Head']","['Sturdy']","III",100,90,130,45,65,55,485,23.4,1.0,0.875,"Longevity Pokémon","25","40",['Water 1' 'Water 2'],"Slow
","70
",0,0,0,0,1,1,"No Preevolution",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
370,"Luvdisc","['Water']","['Swift Swim']","['Hydration']","III",43,30,55,40,65,97,330,8.7,0.6,0.25,"Rendezvous Pokémon","225","20",['Water 2'],"Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
371,"Bagon","['Dragon']","['Rock Head']","['Sheer Force']","III",45,75,60,40,30,50,300,42.1,0.6,0.5,"Rock Head Pokémon","45","40",['Dragon'],"Slow
","35
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
372,"Shelgon","['Dragon']","['Rock Head']","['Overcoat']","III",65,95,100,60,50,50,420,110.5,1.1,0.5,"Endurance Pokémon","45","40",['Dragon'],"Slow
","35
",0,0,0,0,2,3,"Bagon",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0
373,"Salamence","['Dragon', 'Flying']","['Intimidate']","['Moxie']","III",95,135,80,110,80,100,700,102.6,1.5,0.5,"Dragon Pokémon","45","40",['Dragon'],"Slow
","35
",0,0,0,1,3,3,"Shelgon",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
374,"Beldum","['Steel', 'Psychic']","['Clear Body']","['Light Metal']","III",40,55,80,35,60,30,300,95.2,0.6,"-","Iron Ball Pokémon","3","40",['Mineral'],"Slow
","35
",0,0,0,0,1,3,"No Preevolution",0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
375,"Metang","['Steel', 'Psychic']","['Clear Body']","['Light Metal']","III",60,75,100,55,80,50,420,202.5,1.2,"-","Iron Claw Pokémon","3","40",['Mineral'],"Slow
","35
",0,0,0,0,2,3,"Beldum",0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
376,"Metagross","['Steel', 'Psychic']","['Clear Body']","['Light Metal']","III",80,135,130,95,90,70,700,550.0,1.6,"-","Iron Leg Pokémon","3","40",['Mineral'],"Slow
","35
",0,0,0,1,3,3,"Metang",0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
377,"Regirock","['Rock']","['Clear Body']","['Sturdy']","III",80,100,200,50,100,50,580,230.0,1.7,"-","Rock Peak Pokémon","3","80","-","Slow
","35
",1,0,0,0,1,1,"No Preevolution",0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
378,"Regice","['Ice']","['Clear Body']","['Ice Body']","III",80,50,100,100,200,50,580,175.0,1.8,"-","Iceberg Pokémon","3","80","-","Slow
","35
",1,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
379,"Registeel","['Steel']","['Clear Body']","['Light Metal']","III",80,75,150,75,150,50,580,205.0,1.9,"-","Iron Pokémon","3","80","-","Slow
","35
",1,0,0,0,1,1,"No Preevolution",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
380,"Latias","['Dragon', 'Psychic']","['Levitate']","[]","III",80,80,90,110,130,110,700,40.0,1.4,0.0,"Eon Pokémon","3","120","-","Slow
","90
",1,0,0,1,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
381,"Latios","['Dragon', 'Psychic']","['Levitate']","[]","III",80,90,80,130,110,110,700,60.0,2.0,1.0,"Eon Pokémon","3","120","-","Slow
","90
",1,0,0,1,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
382,"Kyogre","['Water']","['Drizzle']","[]","III",100,100,90,150,140,90,770,352.0,4.5,"-","Sea Basin Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
383,"Groudon","['Ground']","['Drought']","[]","III",100,150,140,100,90,90,770,950.0,3.5,"-","Continent Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
384,"Rayquaza","['Dragon', 'Flying']","['Air Lock']","[]","III",105,150,90,150,90,95,780,206.5,7.0,"-","Sky High Pokémon","3","120","-","Slow
","0
",1,0,0,1,1,1,"No Preevolution",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
385,"Jirachi","['Steel', 'Psychic']","['Serene Grace']","[]","III",100,100,100,100,100,100,600,1.1,0.3,"-","Wish Pokémon","3","120","-","Slow
","100
",0,1,0,0,1,1,"No Preevolution",0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
386,"Deoxys Normal Forme","['Psychic']","['Pressure']","[]","III",50,150,50,150,50,150,600,60.8,1.7,"-","DNA Pokémon","3","120","-","Slow
","0
",0,1,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
386,"Deoxys Attack Forme","['Psychic']","['Pressure']","[]","III",50,180,20,180,20,150,600,60.8,1.7,"-","DNA Pokémon","3","120","-","Slow
","0
",0,1,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
